customer_id,customer_name,customer_segment,age_group,city,state,occupation,annual_income_inr,risk_category,kyc_status,customer_since,customer_status
CUST0007723,Vivaan Sharma,RETAIL,60+,Chennai,Tamil Nadu,Student,1057017,MEDIUM,VERIFIED,2017-03-26,ACTIVE
CUST0007724,Aarav Reddy,RETAIL,60+,Bhubaneswar,Odisha,Retired,334211,MEDIUM,VERIFIED,2013-12-18,ACTIVE
CUST0007725,Diya Joshi,RETAIL,26-35,New Delhi,Delhi,Self-Employed,730158,LOW,VERIFIED,2018-07-23,ACTIVE
CUST0007726,Sneha Nair,RETAIL,36-45,Hyderabad,Telangana,Business Owner,1636529,LOW,VERIFIED,2021-02-18,ACTIVE
CUST0007727,Sai Patel,RETAIL,26-35,Lucknow,Uttar Pradesh,Homemaker,871651,LOW,VERIFIED,2017-07-03,ACTIVE
CUST0007728,Isha Gupta,RETAIL,46-60,Kochi,Kerala,Self-Employed,1393558,LOW,VERIFIED,2022-01-10,BLOCKED
CUST0007729,Priya Nair,PREMIUM,26-35,Lucknow,Uttar Pradesh,Retired,4875268,HIGH,VERIFIED,2021-04-15,DORMANT
CUST0007730,Priya Khan,CORPORATE,60+,Chennai,Tamil Nadu,Professional,9684455,LOW,VERIFIED,2024-03-14,ACTIVE
CUST0007731,Rahul Joshi,CORPORATE,18-25,Mumbai,Maharashtra,Retired,6104539,LOW,VERIFIED,2013-11-07,ACTIVE
CUST0007732,Pooja Singh,RETAIL,36-45,New Delhi,Delhi,Self-Employed,1440974,LOW,VERIFIED,2025-02-08,ACTIVE
CUST0007733,Aanya Reddy,RETAIL,26-35,Bengaluru,Karnataka,Retired,1558790,MEDIUM,VERIFIED,2015-11-19,DORMANT
CUST0007734,Rahul Yadav,RETAIL,60+,Kolkata,West Bengal,Homemaker,1213782,LOW,VERIFIED,2022-11-22,ACTIVE
CUST0007735,Sai Verma,RETAIL,46-60,Bhubaneswar,Odisha,Salaried,519800,LOW,VERIFIED,2021-02-23,ACTIVE
CUST0007736,Isha Iyer,RETAIL,46-60,Chennai,Tamil Nadu,Salaried,1759845,LOW,VERIFIED,2015-10-04,ACTIVE
CUST0007737,Arjun Nair,RETAIL,26-35,Ahmedabad,Gujarat,Student,1633837,LOW,VERIFIED,2016-09-25,ACTIVE
CUST0007738,Isha Joshi,RETAIL,18-25,Kolkata,West Bengal,Salaried,1444642,HIGH,VERIFIED,2013-04-18,ACTIVE
CUST0007739,Rahul Khan,RETAIL,26-35,Bhubaneswar,Odisha,Professional,807778,LOW,VERIFIED,2018-01-14,ACTIVE
CUST0007740,Aditya Joshi,RETAIL,26-35,Ahmedabad,Gujarat,Business Owner,500421,LOW,VERIFIED,2012-11-23,CLOSED
CUST0007741,Karan Singh,RETAIL,18-25,Indore,Madhya Pradesh,Student,730846,LOW,VERIFIED,2019-07-27,ACTIVE
CUST0007742,Aditya Das,RETAIL,36-45,Lucknow,Uttar Pradesh,Homemaker,480946,HIGH,VERIFIED,2013-09-28,ACTIVE
CUST0007743,Isha Joshi,RETAIL,26-35,Bengaluru,Karnataka,Student,924865,MEDIUM,VERIFIED,2021-01-11,ACTIVE
CUST0007744,Karan Nair,RETAIL,18-25,Ahmedabad,Gujarat,Retired,366008,LOW,VERIFIED,2020-01-19,ACTIVE
CUST0007745,Arjun Mehta,PREMIUM,46-60,Lucknow,Uttar Pradesh,Retired,4400953,MEDIUM,VERIFIED,2014-06-05,ACTIVE
CUST0007746,Pooja Joshi,SME,36-45,Hyderabad,Telangana,Self-Employed,8371266,LOW,VERIFIED,2022-05-15,ACTIVE
CUST0007747,Isha Verma,RETAIL,36-45,Mumbai,Maharashtra,Student,1296894,MEDIUM,PENDING,2014-09-25,ACTIVE
CUST0007748,Priya Patel,RETAIL,46-60,Jaipur,Rajasthan,Student,647447,LOW,VERIFIED,2026-04-20,ACTIVE
CUST0007749,Aanya Iyer,SME,26-35,Ahmedabad,Gujarat,Self-Employed,6317437,MEDIUM,VERIFIED,2021-01-08,ACTIVE
CUST0007750,Priya Joshi,RETAIL,26-35,Chennai,Tamil Nadu,Business Owner,274112,LOW,VERIFIED,2020-05-24,ACTIVE
CUST0007751,Meera Patel,SME,60+,Jaipur,Rajasthan,Self-Employed,9564112,MEDIUM,VERIFIED,2025-04-23,ACTIVE
CUST0007752,Sai Nair,RETAIL,18-25,Lucknow,Uttar Pradesh,Self-Employed,947009,LOW,VERIFIED,2013-05-26,ACTIVE
CUST0007753,Priya Reddy,PREMIUM,18-25,Kolkata,West Bengal,Homemaker,2129452,HIGH,VERIFIED,2016-11-06,ACTIVE
CUST0007754,Pooja Das,RETAIL,60+,Jaipur,Rajasthan,Self-Employed,1043645,LOW,VERIFIED,2016-01-13,ACTIVE
CUST0007755,Pooja Reddy,RETAIL,26-35,Jaipur,Rajasthan,Student,1112610,LOW,VERIFIED,2014-12-30,ACTIVE
CUST0007756,Sai Joshi,SME,26-35,Indore,Madhya Pradesh,Salaried,8445716,LOW,REJECTED,2015-12-16,ACTIVE
CUST0007757,Diya Reddy,RETAIL,26-35,Bengaluru,Karnataka,Professional,395472,LOW,VERIFIED,2019-11-29,ACTIVE
CUST0007758,Rohan Rao,PREMIUM,46-60,Bengaluru,Karnataka,Self-Employed,4600742,LOW,VERIFIED,2022-04-14,BLOCKED
CUST0007759,Vivaan Sharma,RETAIL,26-35,Lucknow,Uttar Pradesh,Business Owner,1265709,LOW,VERIFIED,2015-04-29,ACTIVE
CUST0007760,Aditya Rao,RETAIL,60+,Bhubaneswar,Odisha,Salaried,551359,MEDIUM,VERIFIED,2022-02-10,ACTIVE
CUST0007761,Arjun Nair,PREMIUM,26-35,Hyderabad,Telangana,Professional,3403561,LOW,VERIFIED,2013-10-13,ACTIVE
CUST0007762,Meera Reddy,PREMIUM,36-45,Indore,Madhya Pradesh,Self-Employed,3887927,MEDIUM,VERIFIED,2020-04-05,ACTIVE
CUST0007763,Karan Reddy,RETAIL,26-35,Bhubaneswar,Odisha,Business Owner,1556979,MEDIUM,VERIFIED,2022-08-16,ACTIVE
CUST0007764,Diya Khan,SME,46-60,Kolkata,West Bengal,Professional,3824075,MEDIUM,VERIFIED,2020-01-22,ACTIVE
CUST0007765,Isha Reddy,SME,60+,New Delhi,Delhi,Professional,1830084,MEDIUM,VERIFIED,2012-10-06,ACTIVE
CUST0007766,Aditya Mehta,RETAIL,36-45,Bengaluru,Karnataka,Professional,352028,LOW,VERIFIED,2021-05-17,ACTIVE
CUST0007767,Aanya Rao,RETAIL,60+,Bhubaneswar,Odisha,Retired,362825,MEDIUM,VERIFIED,2018-01-28,ACTIVE
CUST0007768,Diya Mehta,PREMIUM,26-35,Bhubaneswar,Odisha,Salaried,2321779,LOW,VERIFIED,2026-05-29,ACTIVE
CUST0007769,Meera Nair,RETAIL,60+,Ahmedabad,Gujarat,Homemaker,993073,HIGH,VERIFIED,2017-07-21,ACTIVE
CUST0007770,Ishaan Rao,SME,36-45,Bhubaneswar,Odisha,Self-Employed,9237546,MEDIUM,PENDING,2026-03-14,ACTIVE
CUST0007771,Sai Verma,RETAIL,36-45,Chennai,Tamil Nadu,Self-Employed,337794,LOW,VERIFIED,2015-04-17,ACTIVE
CUST0007772,Isha Rao,PREMIUM,26-35,Ahmedabad,Gujarat,Student,2514256,MEDIUM,VERIFIED,2021-02-25,ACTIVE
CUST0007773,Arjun Das,PREMIUM,26-35,New Delhi,Delhi,Professional,2307836,LOW,VERIFIED,2018-09-16,ACTIVE
CUST0007774,Neha Gupta,RETAIL,60+,Bhubaneswar,Odisha,Business Owner,1133328,LOW,VERIFIED,2013-11-12,ACTIVE
CUST0007775,Isha Iyer,RETAIL,26-35,Chennai,Tamil Nadu,Student,498229,LOW,VERIFIED,2020-05-19,ACTIVE
CUST0007776,Aanya Reddy,RETAIL,26-35,Lucknow,Uttar Pradesh,Professional,324447,LOW,VERIFIED,2021-07-06,BLOCKED
CUST0007777,Priya Joshi,RETAIL,18-25,Lucknow,Uttar Pradesh,Salaried,925052,LOW,REJECTED,2014-08-11,ACTIVE
CUST0007778,Rahul Reddy,PREMIUM,36-45,Kolkata,West Bengal,Self-Employed,4021175,LOW,VERIFIED,2023-02-19,ACTIVE
CUST0007779,Arjun Singh,RETAIL,36-45,New Delhi,Delhi,Student,580163,HIGH,VERIFIED,2015-09-15,ACTIVE
CUST0007780,Aditya Iyer,RETAIL,26-35,Kolkata,West Bengal,Business Owner,753691,LOW,VERIFIED,2014-02-11,ACTIVE
CUST0007781,Krishna Reddy,RETAIL,26-35,Jaipur,Rajasthan,Business Owner,543930,MEDIUM,VERIFIED,2022-07-22,ACTIVE
CUST0007782,Rahul Singh,RETAIL,36-45,Hyderabad,Telangana,Student,391990,LOW,VERIFIED,2016-06-13,ACTIVE
CUST0007783,Ishaan Iyer,PREMIUM,60+,New Delhi,Delhi,Retired,4009691,MEDIUM,EXPIRED,2024-04-15,ACTIVE
CUST0007784,Sai Khan,RETAIL,60+,Indore,Madhya Pradesh,Business Owner,347734,MEDIUM,VERIFIED,2025-11-14,ACTIVE
CUST0007785,Sai Joshi,CORPORATE,60+,Bhubaneswar,Odisha,Retired,34813935,MEDIUM,VERIFIED,2016-01-02,ACTIVE
CUST0007786,Karan Reddy,PREMIUM,60+,Bhubaneswar,Odisha,Retired,4022833,LOW,VERIFIED,2022-05-11,ACTIVE
CUST0007787,Vivaan Sharma,PREMIUM,18-25,Chennai,Tamil Nadu,Homemaker,2244449,MEDIUM,PENDING,2012-04-28,ACTIVE
CUST0007788,Vivaan Singh,CORPORATE,18-25,Jaipur,Rajasthan,Self-Employed,32343038,MEDIUM,VERIFIED,2024-09-05,ACTIVE
CUST0007789,Neha Gupta,RETAIL,18-25,Bengaluru,Karnataka,Business Owner,1605791,MEDIUM,VERIFIED,2014-06-28,ACTIVE
CUST0007790,Isha Patel,PREMIUM,26-35,Bhubaneswar,Odisha,Professional,2912164,MEDIUM,PENDING,2013-01-11,ACTIVE
CUST0007791,Rohan Joshi,RETAIL,46-60,Bhubaneswar,Odisha,Student,1374387,LOW,VERIFIED,2024-11-26,ACTIVE
CUST0007792,Karan Das,SME,46-60,Indore,Madhya Pradesh,Business Owner,5838141,MEDIUM,VERIFIED,2021-06-27,ACTIVE
CUST0007793,Aditya Iyer,SME,36-45,Hyderabad,Telangana,Business Owner,4748306,LOW,VERIFIED,2020-02-01,ACTIVE
CUST0007794,Neha Sharma,RETAIL,60+,Jaipur,Rajasthan,Homemaker,911262,MEDIUM,VERIFIED,2015-10-17,DORMANT
CUST0007795,Vivaan Mehta,SME,26-35,New Delhi,Delhi,Business Owner,1621912,MEDIUM,VERIFIED,2016-10-24,ACTIVE
CUST0007796,Sneha Khan,CORPORATE,18-25,New Delhi,Delhi,Homemaker,40468806,MEDIUM,VERIFIED,2014-11-14,ACTIVE
CUST0007797,Neha Mehta,RETAIL,36-45,Jaipur,Rajasthan,Business Owner,292569,MEDIUM,VERIFIED,2013-10-27,ACTIVE
CUST0007798,Vivaan Kapoor,RETAIL,60+,Indore,Madhya Pradesh,Student,527547,LOW,VERIFIED,2012-06-17,ACTIVE
CUST0007799,Diya Iyer,RETAIL,26-35,Mumbai,Maharashtra,Professional,255668,MEDIUM,VERIFIED,2015-01-28,ACTIVE
CUST0007800,Neha Sharma,RETAIL,26-35,Kolkata,West Bengal,Self-Employed,419402,LOW,VERIFIED,2014-06-02,ACTIVE
CUST0007801,Rahul Patel,RETAIL,26-35,Kolkata,West Bengal,Student,1429889,MEDIUM,VERIFIED,2013-12-29,ACTIVE
CUST0007802,Arjun Gupta,RETAIL,26-35,New Delhi,Delhi,Salaried,506338,LOW,PENDING,2013-01-04,ACTIVE
CUST0007803,Ananya Reddy,RETAIL,60+,Bengaluru,Karnataka,Professional,1520174,LOW,VERIFIED,2018-08-19,ACTIVE
CUST0007804,Neha Sharma,RETAIL,36-45,Bengaluru,Karnataka,Self-Employed,1242877,MEDIUM,VERIFIED,2020-05-18,ACTIVE
CUST0007805,Meera Reddy,SME,26-35,Jaipur,Rajasthan,Retired,6955354,HIGH,VERIFIED,2018-08-06,ACTIVE
CUST0007806,Krishna Yadav,PREMIUM,36-45,Jaipur,Rajasthan,Student,3458245,HIGH,VERIFIED,2024-03-11,ACTIVE
CUST0007807,Sneha Das,RETAIL,46-60,Kolkata,West Bengal,Self-Employed,1763320,MEDIUM,VERIFIED,2023-07-13,ACTIVE
CUST0007808,Rahul Rao,RETAIL,18-25,Mumbai,Maharashtra,Professional,789585,LOW,VERIFIED,2019-11-14,ACTIVE
CUST0007809,Meera Singh,RETAIL,46-60,Indore,Madhya Pradesh,Professional,900062,MEDIUM,VERIFIED,2020-06-10,ACTIVE
CUST0007810,Riya Yadav,RETAIL,46-60,Bhubaneswar,Odisha,Retired,659713,LOW,VERIFIED,2015-05-11,ACTIVE
CUST0007811,Ishaan Das,PREMIUM,18-25,Jaipur,Rajasthan,Student,2685737,LOW,VERIFIED,2019-01-16,ACTIVE
CUST0007812,Aarav Verma,RETAIL,46-60,Jaipur,Rajasthan,Homemaker,615754,LOW,REJECTED,2016-12-04,ACTIVE
CUST0007813,Vivaan Singh,RETAIL,46-60,Mumbai,Maharashtra,Salaried,888121,MEDIUM,VERIFIED,2016-01-30,ACTIVE
CUST0007814,Priya Nair,PREMIUM,46-60,Bengaluru,Karnataka,Homemaker,4138201,MEDIUM,VERIFIED,2018-12-22,ACTIVE
CUST0007815,Aditya Patel,RETAIL,36-45,Hyderabad,Telangana,Self-Employed,1239391,LOW,VERIFIED,2022-07-12,ACTIVE
CUST0007816,Aanya Iyer,RETAIL,46-60,Indore,Madhya Pradesh,Student,1621841,LOW,VERIFIED,2017-10-13,ACTIVE
CUST0007817,Riya Mehta,RETAIL,36-45,Chennai,Tamil Nadu,Business Owner,1433625,LOW,VERIFIED,2024-06-15,ACTIVE
CUST0007818,Rahul Iyer,RETAIL,60+,Indore,Madhya Pradesh,Salaried,556735,LOW,REJECTED,2021-10-14,ACTIVE
CUST0007819,Diya Reddy,RETAIL,36-45,Lucknow,Uttar Pradesh,Homemaker,586908,MEDIUM,VERIFIED,2020-10-13,ACTIVE
CUST0007820,Ananya Sharma,CORPORATE,18-25,Kochi,Kerala,Professional,42820309,LOW,VERIFIED,2023-09-23,ACTIVE
CUST0007821,Sai Kapoor,RETAIL,26-35,Hyderabad,Telangana,Retired,1428059,LOW,VERIFIED,2020-09-18,ACTIVE
CUST0007822,Riya Patel,RETAIL,46-60,Bhubaneswar,Odisha,Salaried,1126158,MEDIUM,VERIFIED,2018-05-21,ACTIVE
CUST0007823,Aditya Mehta,PREMIUM,36-45,Kolkata,West Bengal,Self-Employed,2998412,MEDIUM,VERIFIED,2015-02-12,CLOSED
CUST0007824,Sneha Das,RETAIL,36-45,Ahmedabad,Gujarat,Business Owner,437028,HIGH,VERIFIED,2020-08-02,ACTIVE
CUST0007825,Vivaan Rao,CORPORATE,60+,Indore,Madhya Pradesh,Retired,10050613,LOW,VERIFIED,2025-02-10,ACTIVE
CUST0007826,Arjun Khan,RETAIL,36-45,Bhubaneswar,Odisha,Business Owner,1110063,LOW,VERIFIED,2023-11-10,ACTIVE
CUST0007827,Sai Joshi,RETAIL,26-35,Bhubaneswar,Odisha,Homemaker,398357,MEDIUM,VERIFIED,2020-12-12,ACTIVE
CUST0007828,Rohan Rao,RETAIL,60+,Ahmedabad,Gujarat,Student,1460116,MEDIUM,VERIFIED,2013-08-27,ACTIVE
CUST0007829,Krishna Iyer,RETAIL,18-25,New Delhi,Delhi,Salaried,1681161,LOW,VERIFIED,2021-09-14,DORMANT
CUST0007830,Krishna Yadav,RETAIL,60+,Mumbai,Maharashtra,Professional,1047697,MEDIUM,VERIFIED,2025-10-14,ACTIVE
CUST0007831,Aanya Mehta,RETAIL,46-60,Bhubaneswar,Odisha,Salaried,1403502,MEDIUM,VERIFIED,2020-12-17,ACTIVE
CUST0007832,Aditya Mehta,PREMIUM,46-60,Kochi,Kerala,Retired,2892149,LOW,VERIFIED,2023-11-09,ACTIVE
CUST0007833,Vivaan Joshi,RETAIL,46-60,Lucknow,Uttar Pradesh,Retired,380504,LOW,VERIFIED,2015-03-30,ACTIVE
CUST0007834,Ananya Joshi,RETAIL,46-60,Hyderabad,Telangana,Homemaker,674247,LOW,VERIFIED,2014-08-11,ACTIVE
CUST0007835,Rahul Singh,RETAIL,18-25,Kolkata,West Bengal,Retired,515116,MEDIUM,VERIFIED,2022-11-15,BLOCKED
CUST0007836,Aanya Reddy,PREMIUM,60+,New Delhi,Delhi,Homemaker,1910219,LOW,REJECTED,2013-08-07,ACTIVE
CUST0007837,Pooja Yadav,RETAIL,46-60,Bhubaneswar,Odisha,Professional,1736738,LOW,VERIFIED,2013-04-28,ACTIVE
CUST0007838,Rahul Das,RETAIL,26-35,Chennai,Tamil Nadu,Retired,1668378,LOW,VERIFIED,2018-02-10,ACTIVE
CUST0007839,Diya Yadav,SME,36-45,Hyderabad,Telangana,Retired,3251081,LOW,VERIFIED,2019-04-19,ACTIVE
CUST0007840,Rohan Patel,RETAIL,36-45,Bengaluru,Karnataka,Business Owner,700892,LOW,VERIFIED,2021-06-24,ACTIVE
CUST0007841,Rahul Kapoor,RETAIL,36-45,Hyderabad,Telangana,Student,378602,LOW,VERIFIED,2013-05-30,ACTIVE
CUST0007842,Sai Joshi,RETAIL,46-60,New Delhi,Delhi,Homemaker,287846,LOW,VERIFIED,2024-04-30,CLOSED
CUST0007843,Karan Gupta,RETAIL,18-25,Ahmedabad,Gujarat,Retired,873796,HIGH,VERIFIED,2015-08-21,ACTIVE
CUST0007844,Priya Reddy,RETAIL,26-35,Chennai,Tamil Nadu,Salaried,1212503,LOW,VERIFIED,2021-06-03,ACTIVE
CUST0007845,Sai Iyer,SME,60+,Hyderabad,Telangana,Homemaker,2675582,LOW,VERIFIED,2012-09-27,ACTIVE
CUST0007846,Krishna Rao,RETAIL,26-35,Ahmedabad,Gujarat,Homemaker,1121478,LOW,VERIFIED,2025-06-10,ACTIVE
CUST0007847,Pooja Khan,RETAIL,26-35,Jaipur,Rajasthan,Retired,681934,LOW,VERIFIED,2021-06-14,ACTIVE
CUST0007848,Ishaan Iyer,PREMIUM,18-25,Bhubaneswar,Odisha,Professional,4505673,LOW,VERIFIED,2017-03-18,ACTIVE
CUST0007849,Diya Patel,RETAIL,18-25,Kolkata,West Bengal,Salaried,1781537,LOW,VERIFIED,2017-07-06,BLOCKED
CUST0007850,Arjun Reddy,RETAIL,46-60,New Delhi,Delhi,Professional,924292,LOW,VERIFIED,2012-01-21,ACTIVE
CUST0007851,Aanya Sharma,CORPORATE,60+,Mumbai,Maharashtra,Salaried,23229862,LOW,VERIFIED,2020-12-17,ACTIVE
CUST0007852,Diya Iyer,RETAIL,26-35,Chennai,Tamil Nadu,Student,259248,LOW,VERIFIED,2023-12-07,ACTIVE
CUST0007853,Rahul Nair,RETAIL,26-35,Kochi,Kerala,Retired,1747243,LOW,VERIFIED,2021-07-12,ACTIVE
CUST0007854,Meera Singh,RETAIL,36-45,Bhubaneswar,Odisha,Homemaker,1111518,LOW,VERIFIED,2020-01-05,DORMANT
CUST0007855,Pooja Mehta,RETAIL,26-35,Jaipur,Rajasthan,Homemaker,1027748,LOW,VERIFIED,2025-08-16,ACTIVE
CUST0007856,Vivaan Rao,PREMIUM,26-35,Bengaluru,Karnataka,Self-Employed,4320261,LOW,VERIFIED,2019-05-11,ACTIVE
CUST0007857,Diya Khan,CORPORATE,18-25,Jaipur,Rajasthan,Homemaker,34226429,LOW,PENDING,2021-05-06,CLOSED
CUST0007858,Riya Joshi,PREMIUM,26-35,Chennai,Tamil Nadu,Self-Employed,4014217,LOW,VERIFIED,2016-06-17,ACTIVE
CUST0007859,Neha Iyer,RETAIL,60+,Mumbai,Maharashtra,Self-Employed,842070,LOW,VERIFIED,2019-07-23,ACTIVE
CUST0007860,Meera Joshi,RETAIL,60+,New Delhi,Delhi,Salaried,1242081,LOW,VERIFIED,2017-10-16,ACTIVE
CUST0007861,Meera Reddy,RETAIL,36-45,Kolkata,West Bengal,Professional,712882,MEDIUM,VERIFIED,2018-10-15,ACTIVE
CUST0007862,Isha Nair,RETAIL,36-45,Bhubaneswar,Odisha,Self-Employed,979304,LOW,VERIFIED,2025-03-15,ACTIVE
CUST0007863,Diya Reddy,RETAIL,46-60,Mumbai,Maharashtra,Self-Employed,921505,MEDIUM,PENDING,2026-05-08,BLOCKED
CUST0007864,Ishaan Kapoor,PREMIUM,26-35,Jaipur,Rajasthan,Business Owner,1609316,LOW,VERIFIED,2019-12-06,ACTIVE
CUST0007865,Ananya Das,RETAIL,18-25,Chennai,Tamil Nadu,Business Owner,900423,MEDIUM,VERIFIED,2020-08-17,ACTIVE
CUST0007866,Arjun Khan,PREMIUM,46-60,Mumbai,Maharashtra,Business Owner,3786768,MEDIUM,VERIFIED,2013-08-01,ACTIVE
CUST0007867,Isha Gupta,RETAIL,46-60,New Delhi,Delhi,Salaried,403102,HIGH,PENDING,2018-11-06,DORMANT
CUST0007868,Isha Rao,RETAIL,46-60,Kochi,Kerala,Business Owner,1317173,MEDIUM,VERIFIED,2017-02-10,ACTIVE
CUST0007869,Riya Das,RETAIL,46-60,Mumbai,Maharashtra,Retired,1512360,LOW,VERIFIED,2016-11-28,ACTIVE
CUST0007870,Meera Sharma,SME,26-35,Bhubaneswar,Odisha,Business Owner,5925938,LOW,VERIFIED,2020-10-08,ACTIVE
CUST0007871,Vivaan Joshi,RETAIL,46-60,Hyderabad,Telangana,Business Owner,549780,MEDIUM,EXPIRED,2015-04-21,ACTIVE
CUST0007872,Sai Mehta,SME,60+,Mumbai,Maharashtra,Self-Employed,2466438,LOW,VERIFIED,2013-12-05,DORMANT
CUST0007873,Aarav Singh,PREMIUM,26-35,Kolkata,West Bengal,Homemaker,3636908,MEDIUM,VERIFIED,2024-09-16,ACTIVE
CUST0007874,Isha Kapoor,RETAIL,46-60,Hyderabad,Telangana,Retired,703284,LOW,VERIFIED,2024-07-20,ACTIVE
CUST0007875,Ananya Reddy,SME,60+,Lucknow,Uttar Pradesh,Salaried,6325712,LOW,VERIFIED,2021-01-11,ACTIVE
CUST0007876,Ishaan Khan,RETAIL,46-60,Jaipur,Rajasthan,Self-Employed,1358545,LOW,VERIFIED,2023-04-24,BLOCKED
CUST0007877,Rahul Yadav,RETAIL,36-45,Indore,Madhya Pradesh,Homemaker,548727,MEDIUM,VERIFIED,2025-10-14,BLOCKED
CUST0007878,Aanya Yadav,SME,60+,Chennai,Tamil Nadu,Self-Employed,2168193,MEDIUM,VERIFIED,2023-04-08,ACTIVE
CUST0007879,Sai Reddy,CORPORATE,46-60,Ahmedabad,Gujarat,Homemaker,5406119,LOW,VERIFIED,2014-01-18,ACTIVE
CUST0007880,Isha Reddy,RETAIL,26-35,New Delhi,Delhi,Business Owner,357549,LOW,VERIFIED,2020-11-25,ACTIVE
CUST0007881,Isha Gupta,RETAIL,18-25,Bengaluru,Karnataka,Salaried,1284932,MEDIUM,VERIFIED,2015-12-09,ACTIVE
CUST0007882,Pooja Verma,SME,18-25,Jaipur,Rajasthan,Retired,5186365,HIGH,VERIFIED,2014-07-03,ACTIVE
CUST0007883,Aarav Rao,RETAIL,18-25,Hyderabad,Telangana,Salaried,1264775,MEDIUM,VERIFIED,2017-12-02,ACTIVE
CUST0007884,Sai Reddy,RETAIL,60+,Hyderabad,Telangana,Salaried,920060,MEDIUM,VERIFIED,2019-08-25,ACTIVE
CUST0007885,Sneha Khan,RETAIL,36-45,Kochi,Kerala,Salaried,408394,LOW,VERIFIED,2023-01-13,ACTIVE
CUST0007886,Karan Yadav,RETAIL,46-60,Kolkata,West Bengal,Student,282000,LOW,VERIFIED,2021-12-20,ACTIVE
CUST0007887,Sneha Das,RETAIL,60+,Ahmedabad,Gujarat,Self-Employed,1110696,HIGH,VERIFIED,2024-06-02,DORMANT
CUST0007888,Aarav Yadav,SME,36-45,Kolkata,West Bengal,Salaried,4125639,MEDIUM,VERIFIED,2014-04-25,ACTIVE
CUST0007889,Pooja Nair,RETAIL,26-35,Bengaluru,Karnataka,Retired,732263,LOW,REJECTED,2015-09-25,ACTIVE
CUST0007890,Arjun Gupta,RETAIL,46-60,Jaipur,Rajasthan,Student,1671827,LOW,VERIFIED,2013-12-26,ACTIVE
CUST0007891,Sneha Reddy,CORPORATE,36-45,Indore,Madhya Pradesh,Homemaker,11597048,MEDIUM,VERIFIED,2022-08-29,ACTIVE
CUST0007892,Ishaan Kapoor,PREMIUM,36-45,Indore,Madhya Pradesh,Professional,2987472,LOW,VERIFIED,2017-11-22,ACTIVE
CUST0007893,Aarav Mehta,RETAIL,36-45,Hyderabad,Telangana,Professional,1413460,LOW,VERIFIED,2019-08-06,ACTIVE
CUST0007894,Sai Patel,RETAIL,36-45,Lucknow,Uttar Pradesh,Student,1437453,LOW,VERIFIED,2013-01-19,ACTIVE
CUST0007895,Neha Kapoor,RETAIL,26-35,Mumbai,Maharashtra,Homemaker,1120625,LOW,VERIFIED,2024-12-26,ACTIVE
CUST0007896,Riya Gupta,PREMIUM,46-60,Bhubaneswar,Odisha,Professional,3018149,LOW,VERIFIED,2018-01-17,CLOSED
CUST0007897,Priya Verma,RETAIL,60+,Lucknow,Uttar Pradesh,Retired,1374556,LOW,VERIFIED,2022-03-30,ACTIVE
CUST0007898,Arjun Rao,SME,26-35,Mumbai,Maharashtra,Professional,967998,LOW,PENDING,2024-10-24,ACTIVE
CUST0007899,Isha Yadav,PREMIUM,18-25,Bhubaneswar,Odisha,Student,1658122,MEDIUM,VERIFIED,2023-12-20,ACTIVE
CUST0007900,Meera Mehta,PREMIUM,46-60,Lucknow,Uttar Pradesh,Business Owner,3043858,MEDIUM,VERIFIED,2025-12-27,ACTIVE
CUST0007901,Meera Yadav,CORPORATE,46-60,Bengaluru,Karnataka,Student,23723426,LOW,VERIFIED,2021-11-23,ACTIVE
CUST0007902,Karan Mehta,RETAIL,26-35,Mumbai,Maharashtra,Salaried,1417432,LOW,VERIFIED,2022-06-01,ACTIVE
CUST0007903,Neha Reddy,RETAIL,60+,Bengaluru,Karnataka,Student,1556436,LOW,VERIFIED,2013-04-28,ACTIVE
CUST0007904,Pooja Khan,RETAIL,60+,Hyderabad,Telangana,Homemaker,347447,HIGH,VERIFIED,2015-12-31,ACTIVE
CUST0007905,Karan Singh,RETAIL,36-45,Bhubaneswar,Odisha,Retired,1291291,LOW,VERIFIED,2016-05-25,ACTIVE
CUST0007906,Ananya Khan,RETAIL,26-35,New Delhi,Delhi,Retired,774495,HIGH,VERIFIED,2021-10-02,DORMANT
CUST0007907,Meera Nair,SME,46-60,Lucknow,Uttar Pradesh,Salaried,9329966,LOW,VERIFIED,2025-09-20,DORMANT
CUST0007908,Priya Gupta,RETAIL,26-35,Ahmedabad,Gujarat,Homemaker,1206866,LOW,VERIFIED,2022-11-12,ACTIVE
CUST0007909,Vivaan Yadav,PREMIUM,46-60,New Delhi,Delhi,Student,3919388,LOW,EXPIRED,2017-07-10,ACTIVE
CUST0007910,Diya Joshi,RETAIL,18-25,Chennai,Tamil Nadu,Salaried,479197,LOW,VERIFIED,2022-07-17,ACTIVE
CUST0007911,Neha Patel,PREMIUM,26-35,New Delhi,Delhi,Retired,4729748,MEDIUM,VERIFIED,2024-11-26,ACTIVE
CUST0007912,Aarav Mehta,RETAIL,36-45,Lucknow,Uttar Pradesh,Professional,476157,LOW,VERIFIED,2018-02-26,ACTIVE
CUST0007913,Rahul Singh,RETAIL,26-35,Chennai,Tamil Nadu,Professional,1073957,HIGH,VERIFIED,2026-03-04,ACTIVE
CUST0007914,Karan Singh,RETAIL,46-60,Hyderabad,Telangana,Business Owner,565804,HIGH,VERIFIED,2021-12-05,ACTIVE
